joint_number,J. len [ft],Wt [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,Depth [in],OD Reduction [%],OD Reduction [in],Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
11550.0,,0.344,-0.8,39.28,41531.48,metal loss,External,11.0,0.038,,,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2130,12658.795104,-0.24384000000000003,280.5,40.132,37.083999999999996,12658.795104
11550.0,,0.344,-0.83,39.24,41531.52,metal loss,External,11.0,0.038,,,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2131,12658.807295999999,-0.252984,270.0,20.066,38.862,12658.807295999999
11550.0,,0.344,-0.84,39.24,41531.52,metal loss,External,12.0,0.041,,,,,0.7,130.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2132,12658.807295999999,-0.256032,40.5,14.985999999999999,72.136,12658.807295999999
11550.0,,0.344,-0.84,39.23,41531.53,metal loss,External,10.0,0.034,,,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2133,12658.810344,-0.256032,174.5,24.892,40.132,12658.810344
11550.0,,0.344,-0.85,39.23,41531.53,metal loss,External,11.0,0.038,,,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2134,12658.810344,-0.25908000000000003,96.0,14.985999999999999,29.971999999999998,12658.810344
11550.0,,0.344,-0.85,39.22,41531.54,metal loss,External,13.0,0.045,,,,,0.7,130.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,2015,2136,12658.813392,-0.25908000000000003,148.0,26.924,60.959999999999994,12658.813392
11550.0,,0.344,-1.0,39.07,41531.69,metal loss,External,11.0,0.038,,,,,0.7,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2137,12658.859112000002,-0.3048,277.5,18.034,32.004,12658.859112000002
11550.0,,0.344,-1.03,39.05,41531.71,metal loss,External,17.0,0.058,,,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.03,2035.54,,,,,,,2015,2138,12658.865208000001,-0.313944,167.0,27.94,16.002,12658.865208000001
11550.0,,0.344,-1.03,39.04,41531.71,metal loss,External,12.0,0.041,,,,,0.7,130.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2139,12658.865208000001,-0.313944,174.5,22.098,56.13399999999999,12658.865208000001
11550.0,,0.344,-7.96,32.11,41538.65,metal loss,External,21.0,0.072,,,,,0.7,129.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.64,2043.33,1543.48,2143.08,1543.79,2143.51,0.75,1.85,2015,2140,12660.980520000001,-2.426208,218.5,16.002,25.907999999999998,12660.980520000001
11550.0,,0.344,-8.47,31.61,41539.15,metal loss,External,11.0,0.038,,,,,0.7,129.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2141,12661.132920000002,-2.581656,209.0,56.13399999999999,41.91,12661.132920000002
11550.0,,0.344,-20.25,19.83,41550.93,metal loss,External,15.0,0.052,,,,,0.7,128.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.4,2047.17,,,,,,,2015,2142,12664.723464,-6.1722,296.0,11.937999999999999,23.875999999999998,12664.723464
11550.0,,0.344,-20.38,19.7,41551.06,metal loss,External,11.0,0.038,,,,,0.7,128.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2143,12664.763088,-6.211824,286.5,46.99,38.862,12664.763088
11550.0,,0.344,-20.58,19.5,41551.26,metal loss,External,14.0,0.048,,,,,0.7,128.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.31,2045.66,,,,,,,2015,2144,12664.824048,-6.272784,307.0,16.002,25.907999999999998,12664.824048
11550.0,,0.344,-20.79,19.28,41551.48,metal loss,External,14.0,0.048,,,,,0.7,128.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.8,,,,,,,2015,2145,12664.891104000002,-6.336792,326.5,16.002,40.132,12664.891104000002
11550.0,,0.344,-20.91,19.16,41551.6,metal loss,External,13.0,0.045,,,,,0.7,128.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.48,2044.51,,,,,,,2015,2146,12664.92768,-6.373368,304.0,19.049999999999997,33.019999999999996,12664.92768
11550.0,,0.344,-21.12,18.96,41551.8,metal loss,External,13.0,0.045,,,,,0.7,128.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,2147,12664.988640000001,-6.437376,309.0,23.114,28.955999999999996,12664.988640000001
11550.0,,0.344,-21.27,18.81,41551.95,metal loss,External,16.0,0.055,,,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1446.81,2008.86,,,,,,,2015,2148,12665.03436,-6.483096000000001,28.5,55.117999999999995,72.898,12665.03436
11550.0,,0.344,-21.29,18.79,41551.97,cluster,External,26.0,0.089,,,,,0.7,128.44,,,,1160.0,65000.0,,1342.0,1449.08,2012.01,1517.54,2107.07,1522.5,2113.96,0.76,1.82,2015,2149,12665.040456,-6.489192,349.0,37.592,143.76399999999998,12665.040456
11550.0,,0.344,-21.29,18.79,41551.97,metal loss,External,11.0,0.038,,,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2150,12665.040456,-6.489192,306.5,27.94,21.081999999999997,12665.040456
11550.0,,0.344,-21.29,18.78,41551.98,metal loss,External,12.0,0.041,,,,,0.7,128.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2151,12665.043504000001,-6.489192,55.0,46.99,32.004,12665.043504000001
11550.0,,0.344,-21.97,18.1,41552.66,metal loss,External,10.0,0.034,,,,,0.7,128.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2152,12665.250768000002,-6.696456,358.5,35.05199999999999,58.92799999999999,12665.250768000002
11550.0,,0.344,-22.04,18.03,41552.72,metal loss,External,12.0,0.041,,,,,0.7,128.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2153,12665.269056000001,-6.717792,27.0,34.036,81.026,12665.269056000001
11550.0,,0.344,-22.53,17.55,41553.21,metal loss,External,10.0,0.034,,,,,0.7,128.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2154,12665.418408,-6.867144000000001,17.5,32.004,57.91199999999999,12665.418408
11550.0,,0.344,-22.56,17.51,41553.25,metal loss,External,14.0,0.048,,,,,0.7,128.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,2015,2155,12665.430600000002,-6.876288,41.0,23.114,69.08800000000001,12665.430600000002
11550.0,,0.344,-29.86,10.21,41560.55,metal loss,External,12.0,0.041,,,,,0.7,127.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2156,12667.65564,-9.101328,77.0,46.99,14.985999999999999,12667.65564
11550.0,,0.344,-31.75,8.33,41562.43,metal loss,External,10.0,0.034,,,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2157,12668.228664,-9.6774,73.0,49.022,23.114,12668.228664
11550.0,,0.344,-31.75,8.32,41562.44,metal loss,External,11.0,0.038,,,,,0.7,127.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2158,12668.231712,-9.6774,61.0,17.018,34.036,12668.231712
11550.0,,0.344,-32.69,7.39,41563.37,metal loss,External,10.0,0.034,,,,,0.7,127.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2159,12668.515176,-9.963912,71.0,20.066,32.004,12668.515176
11550.0,,0.344,-34.32,5.75,41565.01,metal loss,External,11.0,0.038,,,,,0.7,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2160,12669.015048000001,-10.460736,223.5,36.068,50.038,12669.015048000001
11550.0,,0.344,-34.62,5.46,41565.3,metal loss,External,10.0,0.034,,,,,0.7,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2161,12669.10344,-10.552176,230.0,29.971999999999998,38.099999999999994,12669.10344
11550.0,,0.344,-34.94,5.14,41565.62,metal loss,External,14.0,0.048,,,,,0.7,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.0,2036.89,,,,,,,2015,2162,12669.200976000002,-10.649712,220.0,29.971999999999998,38.862,12669.200976000002
11550.0,,0.344,-35.57,4.5,41566.26,metal loss,External,11.0,0.038,,,,,0.7,127.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2163,12669.396048,-10.841736000000001,234.5,12.953999999999999,19.049999999999997,12669.396048
11550.0,,0.344,-35.66,4.42,41566.34,cluster,External,17.0,0.058,,,,,0.7,127.54,,,,1160.0,65000.0,,1342.0,1454.76,2019.89,,,,,,,2015,2164,12669.420431999999,-10.869168,235.5,42.672,53.848,12669.420431999999
11550.0,,0.344,-38.87,1.21,41569.55,metal loss,External,11.0,0.038,,,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2165,12670.398840000002,-11.847576,284.5,36.068,43.942,12670.398840000002
11550.0,,0.344,-38.94,1.14,41569.62,metal loss,External,10.0,0.034,,,,,0.7,127.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2166,12670.420176000001,-11.868912,331.5,20.066,43.942,12670.420176000001
11560.0,,0.344,-0.02,40.05,41570.78,metal loss,External,15.0,0.052,,,affecting girth weld,,1.0,127.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.37,2044.34,,,,,,,2015,2168,12670.773744,-0.006096000000000001,232.5,18.034,44.958,12670.773744
11560.0,,0.344,-0.62,39.45,41571.38,metal loss,External,11.0,0.038,,,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2169,12670.956624,-0.188976,227.0,23.875999999999998,38.862,12670.956624
11560.0,,0.344,-0.62,39.44,41571.38,metal loss,External,10.0,0.034,,,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2170,12670.956624,-0.188976,241.0,13.97,33.019999999999996,12670.956624
11560.0,,0.344,-0.92,39.15,41571.68,metal loss,External,29.0,0.1,,,,,1.0,127.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.09,2034.24,1535.92,2132.59,1537.26,2134.44,0.76,1.84,2015,2171,12671.048064,-0.280416,243.0,21.081999999999997,27.94,12671.048064
11560.0,,0.344,-1.25,38.82,41572.01,metal loss,External,10.0,0.034,,,,,1.0,127.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2172,12671.148648000002,-0.381,238.5,10.921999999999999,19.049999999999997,12671.148648000002
11560.0,,,,,41609.33,Attachment,,,,,,Repair Marker,,,128.77,,,,,,,,,,,,,,,,2015,2173,12682.523784,,180.0,,,12682.523784
11560.0,,,,,41609.4,Area Start Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #26,,,128.78,,,,,,,,,,,,,,,,2015,2174,12682.54512,,,,,12682.54512
11560.0,,0.344,-39.09,0.97,41609.85,metal loss,External,53.0,0.182,,,Repaired?,,1.0,128.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.64,2033.62,1534.2,2130.2,1536.75,2133.74,0.76,1.84,2015,2175,12682.68228,-11.914632000000001,234.0,13.97,35.05199999999999,12682.68228
11560.0,,0.344,-39.11,0.95,41609.87,metal loss,External,21.0,0.072,,,Repaired?,,1.0,128.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.74,2044.86,1544.7,2144.77,1544.93,2145.1,0.75,1.85,2015,2176,12682.688376000002,-11.920728,264.5,13.97,27.94,12682.688376000002
11560.0,,,,,41610.63,Area End Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #26,,,128.83,,,,,,,,,,,,,,,,2015,2177,12682.920024,,,,,12682.920024
11570.0,,0.344,-0.82,39.18,41611.64,metal loss,External,19.0,0.065,,,Recoat,,0.7,128.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.65,2000.3,,,,,,,2015,2179,12683.227872000001,-0.249936,305.5,55.117999999999995,32.004,12683.227872000001
11570.0,,0.344,-0.86,39.14,41611.68,cluster,External,30.0,0.103,,,Recoat,,0.7,128.88,,,,1160.0,65000.0,,1342.0,1425.35,1979.06,1488.96,2067.38,1503.52,2087.6,0.78,1.78,2015,2180,12683.240064000001,-0.262128,277.5,48.767999999999994,83.05799999999999,12683.240064000001
11570.0,,0.344,-0.86,39.13,41611.69,metal loss,External,11.0,0.038,,,Recoat,,0.7,128.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2181,12683.243112000002,-0.262128,255.0,38.862,51.053999999999995,12683.243112000002
11570.0,,0.344,-0.87,39.12,41611.7,metal loss,External,13.0,0.045,,,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.62,2022.49,,,,,,,2015,2182,12683.24616,-0.265176,238.5,49.022,35.05199999999999,12683.24616
11570.0,,0.344,-0.89,39.11,41611.71,metal loss,External,19.0,0.065,,,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,2015,2183,12683.249208000001,-0.271272,215.0,18.034,46.99,12683.249208000001
11570.0,,0.344,-0.89,39.1,41611.72,metal loss,External,11.0,0.038,,,Recoat,,0.7,128.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2184,12683.252256000002,-0.271272,189.5,41.91,70.866,12683.252256000002
11570.0,,,,,41612.4,Attachment,,,,,,Repair Marker,,,128.92,,,,,,,,,,,,,,,,2015,2185,12683.45952,,180.0,,,12683.45952
11570.0,,0.344,-30.86,9.14,41641.68,metal loss,External,15.0,0.052,,,,,0.7,130.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.69,2026.75,,,,,,,2015,2186,12692.384064,-9.406128,199.0,40.132,56.13399999999999,12692.384064
11570.0,,0.344,-31.81,8.18,41642.64,metal loss,External,10.0,0.034,,,,,0.7,130.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2187,12692.676672,-9.695688,134.0,27.94,29.971999999999998,12692.676672
11570.0,,0.344,-34.85,5.15,41645.67,metal loss,External,25.0,0.086,,,,,0.7,130.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.97,2041.02,1541.56,2140.41,1542.17,2141.26,0.75,1.85,2015,2188,12693.600216,-10.622280000000002,315.0,17.018,38.099999999999994,12693.600216
11570.0,,0.344,-35.53,4.47,41646.35,metal loss,External,10.0,0.034,,,,,0.7,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2189,12693.80748,-10.829544,298.0,36.068,46.99,12693.80748
11570.0,,0.344,-35.73,4.26,41646.56,metal loss,External,11.0,0.038,,,,,0.7,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2190,12693.871488,-10.890504,242.5,19.049999999999997,33.019999999999996,12693.871488
11580.0,,0.344,-2.37,37.73,41653.19,metal loss,External,10.0,0.034,,,Recoat,,1.0,130.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2193,12695.892312000002,-0.722376,46.0,48.00599999999999,23.114,12695.892312000002
11580.0,,0.344,-2.94,37.16,41653.76,cluster,External,28.0,0.096,,,Recoat,,1.0,130.92,,,,1160.0,65000.0,,1342.0,1433.79,1990.78,1499.29,2081.72,1501.99,2085.47,0.77,1.79,2015,2194,12696.066048,-0.896112,217.0,45.974,111.76,12696.066048
11580.0,,0.344,-3.19,36.91,41654.01,metal loss,External,16.0,0.055,,,Recoat,,1.0,130.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.5,2027.87,,,,,,,2015,2195,12696.142248000002,-0.9723120000000001,297.0,37.083999999999996,56.896,12696.142248000002
11580.0,,0.344,-3.21,36.89,41654.03,cluster,External,17.0,0.058,,,Recoat,,1.0,130.93,,,,1160.0,65000.0,,1342.0,1449.76,2012.95,,,,,,,2015,2196,12696.148344000001,-0.978408,260.5,49.022,109.728,12696.148344000001
11580.0,,0.344,-3.5,36.6,41654.32,metal loss,External,12.0,0.041,,,Recoat,,1.0,130.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2197,12696.236736,-1.0668,287.5,19.049999999999997,25.907999999999998,12696.236736
11580.0,,0.344,-3.66,36.44,41654.48,metal loss,External,12.0,0.041,,,Recoat,,1.0,130.94,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2198,12696.285504000001,-1.1155680000000001,253.5,42.925999999999995,45.974,12696.285504000001
11580.0,,0.344,-3.7,36.4,41654.52,metal loss,External,11.0,0.038,,,Recoat,,1.0,130.94,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2199,12696.297696,-1.12776,301.5,14.985999999999999,22.098,12696.297696
11580.0,,0.344,-4.51,35.58,41655.34,metal loss,External,10.0,0.034,,,Recoat,,1.0,130.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2200,12696.547632,-1.374648,287.5,41.91,30.987999999999996,12696.547632
11580.0,,0.344,-6.43,33.67,41657.25,metal loss,External,17.0,0.058,,,Recoat,,1.0,130.98,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.52,2020.96,,,,,,,2015,2201,12697.1298,-1.959864,304.5,41.91,54.102,12697.1298
11580.0,,0.344,-8.01,32.09,41658.83,metal loss,External,11.0,0.038,,,Recoat,,1.0,131.0,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2202,12697.611384000002,-2.441448,208.5,28.955999999999996,36.068,12697.611384000002
11580.0,,0.344,-8.52,31.57,41659.35,metal loss,External,11.0,0.038,,,Recoat,,1.0,131.0,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2203,12697.76988,-2.596896,147.5,25.907999999999998,36.068,12697.76988
11580.0,,0.344,-9.5,30.6,41660.32,metal loss,External,11.0,0.038,,,Recoat,,1.0,131.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2204,12698.065536,-2.8956,28.5,51.053999999999995,16.002,12698.065536
11580.0,,0.344,-9.57,30.53,41660.39,metal loss,External,40.0,0.138,,,Recoat,,1.0,131.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1438.22,1996.93,1503.41,2087.44,1509.7,2096.18,0.77,1.8,2015,2205,12698.086872,-2.916936,51.5,33.019999999999996,35.05199999999999,12698.086872
11580.0,,,,,41660.8,Area Start Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #26,,,131.01,,,,,,,,,,,,,,,,2015,2206,12698.211840000002,,,,,12698.211840000002
11580.0,,0.344,-10.54,29.56,41661.36,metal loss,External,69.0,0.237,,,Repaired?,,1.0,131.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1418.3,1969.28,1469.03,2039.71,1486.8,2064.38,0.79,1.76,2015,2207,12698.382528,-3.212592,60.5,25.907999999999998,22.098,12698.382528
11580.0,,,,,41662.26,Area End Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #26,,,131.02,,,,,,,,,,,,,,,,2015,2208,12698.656848,,,,,12698.656848
11580.0,,0.344,-11.71,28.39,41662.54,cluster,External,21.0,0.072,,,Recoat,,1.0,131.02,,,,1160.0,65000.0,,1342.0,1441.62,2001.65,1508.9,2095.07,1515.34,2104.01,0.77,1.81,2015,2209,12698.742192000002,-3.5692080000000006,244.0,50.038,33.019999999999996,12698.742192000002
11580.0,,0.344,-18.11,21.99,41668.93,metal loss,External,14.0,0.048,,,Repaired?,,1.0,130.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,2211,12700.689864,-5.519928,112.5,14.985999999999999,14.985999999999999,12700.689864
11580.0,,0.344,-18.19,21.91,41669.01,cluster,External,38.0,0.131,,,Repaired?,,1.0,130.92,,,,1160.0,65000.0,,1342.0,1372.58,1905.8,1422.01,1974.43,1481.6,2057.16,0.82,1.7,2015,2212,12700.714248000002,-5.544312000000001,318.5,65.78599999999999,109.728,12700.714248000002
11580.0,,0.344,-18.38,21.72,41669.2,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2213,12700.77216,-5.602224,310.5,8.128,23.875999999999998,12700.77216
11580.0,,0.344,-18.54,21.56,41669.36,cluster,External,45.0,0.155,,,Repaired?,,1.0,130.91,,,,1160.0,65000.0,,1342.0,1362.69,1892.06,1407.63,1954.46,1474.84,2047.77,0.82,1.68,2015,2214,12700.820928000001,-5.6509920000000005,309.0,59.943999999999996,40.894,12700.820928000001
11580.0,,0.344,-19.54,20.56,41670.36,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2215,12701.125728,-5.955792,95.5,8.128,16.002,12701.125728
11580.0,,0.344,-19.54,20.56,41670.36,metal loss,External,10.0,0.034,,,Repaired?,,1.0,130.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2216,12701.125728,-5.955792,113.0,8.128,14.985999999999999,12701.125728
11580.0,,0.344,-19.96,20.14,41670.78,metal loss,External,15.0,0.052,,,Repaired?,,1.0,130.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.11,2017.6,,,,,,,2015,2217,12701.253744,-6.083808,45.5,49.022,23.114,12701.253744
11580.0,,0.344,-20.0,20.1,41670.82,metal loss,External,12.0,0.041,,,Repaired?,,1.0,130.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2218,12701.265936,-6.096,54.5,14.985999999999999,28.955999999999996,12701.265936
11580.0,,0.344,-20.1,19.99,41670.93,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2219,12701.299464000002,-6.126480000000001,58.5,16.002,29.971999999999998,12701.299464000002
11580.0,,0.344,-20.15,19.94,41670.98,cluster,External,20.0,0.069,,,Repaired?,,1.0,130.84,,,,1160.0,65000.0,,1342.0,1453.37,2017.97,1522.75,2114.3,1525.14,2117.62,0.76,1.82,2015,2220,12701.314704000002,-6.14172,97.0,39.878,100.58399999999999,12701.314704000002
11580.0,,0.344,-20.27,19.83,41671.09,metal loss,External,12.0,0.041,,,Repaired?,,1.0,130.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2221,12701.348232,-6.1782960000000005,63.0,14.985999999999999,22.098,12701.348232
11580.0,,0.344,-20.94,19.16,41671.76,metal loss,External,12.0,0.041,,,Repaired?,,1.0,130.8,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2222,12701.552448,-6.382512000000001,98.5,38.862,30.987999999999996,12701.552448
11580.0,,0.344,-21.42,18.68,41672.24,metal loss,External,22.0,0.076,,,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.86,2039.48,1540.36,2138.76,1540.92,2139.53,0.75,1.84,2015,2223,12701.698752,-6.528816000000001,72.0,20.066,33.019999999999996,12701.698752
11580.0,,0.344,-21.48,18.62,41672.3,metal loss,External,16.0,0.055,,,Repaired?,,1.0,130.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.03,2039.71,,,,,,,2015,2224,12701.717040000001,-6.547104,102.5,23.875999999999998,21.081999999999997,12701.717040000001
11580.0,,0.344,-21.72,18.38,41672.54,metal loss,External,14.0,0.048,,,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.53,2047.35,,,,,,,2015,2225,12701.790192,-6.620256,104.5,11.937999999999999,14.985999999999999,12701.790192
11580.0,,0.344,-21.77,18.33,41672.59,metal loss,External,13.0,0.045,,,Repaired?,,1.0,130.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,2226,12701.805432,-6.635496,63.5,14.985999999999999,25.907999999999998,12701.805432
11580.0,,0.344,-21.86,18.23,41672.69,metal loss,External,13.0,0.045,,,Repaired?,,1.0,130.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,2227,12701.835912,-6.662928,65.0,14.985999999999999,27.94,12701.835912
11580.0,,0.344,-22.08,18.02,41672.9,metal loss,External,10.0,0.034,,,Repaired?,,1.0,130.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2228,12701.899920000002,-6.729984,104.5,16.002,14.985999999999999,12701.899920000002
11580.0,,0.344,-22.2,17.9,41673.02,cluster,External,40.0,0.138,,,Repaired?,,1.0,130.71,,,,1160.0,65000.0,,1342.0,1459.45,2026.41,1528.83,2122.74,1533.5,2129.23,0.76,1.83,2015,2229,12701.936496,-6.76656,104.0,21.081999999999997,65.532,12701.936496
11580.0,,0.344,-22.27,17.83,41673.09,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2230,12701.957832,-6.787896,74.0,12.953999999999999,22.098,12701.957832
11580.0,,0.344,-22.35,17.75,41673.17,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2231,12701.982216,-6.81228,76.0,13.97,22.098,12701.982216
11580.0,,0.344,-22.4,17.7,41673.22,metal loss,External,15.0,0.052,,,Repaired?,,1.0,130.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,2015,2232,12701.997456000001,-6.82752,105.5,10.921999999999999,14.985999999999999,12701.997456000001
11580.0,,0.344,-22.48,17.62,41673.3,metal loss,External,13.0,0.045,,,Repaired?,,1.0,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,2233,12702.021840000001,-6.851904,103.5,10.921999999999999,16.002,12702.021840000001
11580.0,,0.344,-22.49,17.61,41673.31,metal loss,External,10.0,0.034,,,Repaired?,,1.0,130.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2234,12702.024888,-6.854952,264.5,25.907999999999998,34.036,12702.024888
11580.0,,0.344,-22.67,17.43,41673.49,metal loss,External,11.0,0.038,,,Repaired?,,1.0,130.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,2235,12702.079752,-6.909816000000001,72.5,12.953999999999999,23.875999999999998,12702.079752
11580.0,,0.344,-22.72,17.38,41673.54,metal loss,External,14.0,0.048,,,Repaired?,,1.0,130.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.73,,,,,,,2015,2236,12702.094992,-6.925056,305.5,18.034,24.892,12702.094992
