joint_number,J. len [ft],Wt [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,Depth [in],OD Reduction [%],OD Reduction [in],Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
9280.0,,0.344,-11.71,28.35,33453.38,metal loss,External,17.0,0.058,,,,,1.0,136.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.04,2028.61,,,,,,,2015,1580,10196.590224,-3.5692080000000006,140.5,35.05199999999999,48.00599999999999,10196.590224
9280.0,,0.344,-12.38,27.69,33454.04,metal loss,External,15.0,0.052,,,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.14,2041.26,,,,,,,2015,1581,10196.791392000001,-3.7734240000000003,133.0,23.114,35.05199999999999,10196.791392000001
9280.0,,0.344,-12.62,27.45,33454.28,metal loss,External,15.0,0.052,,,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.83,2046.38,,,,,,,2015,1582,10196.864544,-3.8465759999999998,136.0,13.97,27.94,10196.864544
9280.0,,0.344,-14.11,25.96,33455.77,metal loss,External,13.0,0.045,,,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.24,2045.55,,,,,,,2015,1583,10197.318696,-4.300728,133.5,17.018,43.942,10197.318696
9280.0,,0.344,-14.33,25.73,33456.0,metal loss,External,24.0,0.083,,,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.85,2031.13,1533.52,2129.26,1534.75,2130.96,0.76,1.84,2015,1584,10197.3888,-4.367784,129.5,25.907999999999998,42.925999999999995,10197.3888
9280.0,,0.344,-14.59,25.48,33456.25,metal loss,External,12.0,0.041,,,,,1.0,136.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1585,10197.465,-4.447032,136.5,18.034,27.94,10197.465
9280.0,,0.344,-16.11,23.95,33457.78,metal loss,External,10.0,0.034,,,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1586,10197.931344,-4.910328,227.5,10.921999999999999,22.098,10197.931344
9280.0,,0.344,-17.02,23.05,33458.68,metal loss,External,13.0,0.045,,,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,1587,10198.205664000001,-5.187696,227.0,23.114,38.099999999999994,10198.205664000001
9280.0,,0.344,-17.04,23.03,33458.7,metal loss,External,26.0,0.089,,,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.75,2030.99,1533.35,2129.02,1534.75,2130.96,0.76,1.84,2015,1588,10198.21176,-5.193792,125.5,24.892,44.958,10198.21176
9280.0,,0.344,-17.61,22.46,33459.28,metal loss,External,17.0,0.058,,,,,1.0,136.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.23,2046.93,,,,,,,2015,1589,10198.388544,-5.367528,227.0,11.937999999999999,27.94,10198.388544
9280.0,,0.344,-18.41,21.66,33460.07,metal loss,External,17.0,0.058,,,,,1.0,136.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.4,2030.51,,,,,,,2015,1590,10198.629336,-5.611368000000001,231.0,33.019999999999996,40.894,10198.629336
9280.0,,0.344,-19.08,20.99,33460.75,metal loss,External,10.0,0.034,,,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1591,10198.8366,-5.815583999999999,121.0,16.002,34.036,10198.8366
9280.0,,0.344,-27.86,12.21,33469.53,metal loss,External,14.0,0.048,,,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.8,,,,,,,2015,1592,10201.512744,-8.491728,136.0,16.002,25.907999999999998,10201.512744
9280.0,,0.344,-28.01,12.06,33469.68,metal loss,External,14.0,0.048,,,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,1593,10201.558464,-8.537448000000001,132.0,14.985999999999999,42.925999999999995,10201.558464
9280.0,,0.344,-28.2,11.87,33469.86,metal loss,External,16.0,0.055,,,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.09,2042.58,,,,,,,2015,1594,10201.613328000001,-8.59536,149.5,20.066,16.002,10201.613328000001
9280.0,,0.344,-28.76,11.3,33470.43,metal loss,External,12.0,0.041,,,,,1.0,135.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1595,10201.787064,-8.766048000000001,131.5,29.971999999999998,36.068,10201.787064
9280.0,,0.344,-28.95,11.12,33470.61,metal loss,External,10.0,0.034,,,,,1.0,135.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1596,10201.841928,-8.82396,132.5,11.937999999999999,19.049999999999997,10201.841928
9280.0,,0.344,-30.63,9.44,33472.3,metal loss,External,10.0,0.034,,,,,1.0,135.94,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1597,10202.35704,-9.336024,117.5,24.892,56.13399999999999,10202.35704
9280.0,,0.344,-30.74,9.33,33472.4,metal loss,External,12.0,0.041,,,,,1.0,135.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1598,10202.38752,-9.369552,130.0,22.098,28.955999999999996,10202.38752
9280.0,,0.344,-31.8,8.26,33473.47,metal loss,External,23.0,0.079,,,,,1.0,135.99,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.97,2024.35,1527.98,2121.56,1529.52,2123.7,0.76,1.83,2015,1599,10202.713656000002,-9.69264,114.0,32.004,55.117999999999995,10202.713656000002
9280.0,,0.344,-32.27,7.79,33473.94,metal loss,External,18.0,0.062,,,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.38,2044.36,,,,,,,2015,1600,10202.856912000001,-9.835896000000002,122.0,16.002,50.038,10202.856912000001
9280.0,,0.344,-32.41,7.66,33474.08,metal loss,External,18.0,0.062,,,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.81,,,,,,,2015,1601,10202.899584,-9.878568,118.0,13.97,35.05199999999999,10202.899584
9280.0,,0.344,-32.73,7.33,33474.4,metal loss,External,14.0,0.048,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.08,2024.51,,,,,,,2015,1602,10202.997120000002,-9.976104,130.0,43.942,41.91,10202.997120000002
9280.0,,0.344,-32.73,7.33,33474.4,metal loss,External,13.0,0.045,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.14,2044.03,,,,,,,2015,1603,10202.997120000002,-9.976104,115.0,20.066,27.94,10202.997120000002
9280.0,,0.344,-32.79,7.27,33474.46,metal loss,External,12.0,0.041,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1604,10203.015408000001,-9.994392,216.5,46.99,19.049999999999997,10203.015408000001
9280.0,,0.344,-32.82,7.25,33474.48,metal loss,External,31.0,0.107,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1430.2,1985.8,1494.75,2075.43,1500.72,2083.72,0.78,1.79,2015,1605,10203.021504000002,-10.003536,238.0,44.958,44.958,10203.021504000002
9280.0,,0.344,-32.82,7.25,33474.49,metal loss,External,14.0,0.048,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.7,2033.7,,,,,,,2015,1606,10203.024552,-10.003536,223.5,34.036,23.875999999999998,10203.024552
9280.0,,0.344,-32.89,7.18,33474.55,metal loss,External,10.0,0.034,,,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1607,10203.042840000002,-10.024872,152.0,55.117999999999995,33.019999999999996,10203.042840000002
9280.0,,0.344,-32.95,7.12,33474.61,metal loss,External,22.0,0.076,,,,,1.0,136.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.86,2039.48,1540.36,2138.76,1540.92,2139.53,0.75,1.84,2015,1608,10203.061128000001,-10.043160000000002,133.0,20.066,34.036,10203.061128000001
9280.0,,0.344,-33.18,6.89,33474.85,metal loss,External,23.0,0.079,,,,,1.0,136.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.75,2042.1,1542.46,2141.67,1542.92,2142.31,0.75,1.85,2015,1609,10203.13428,-10.113264000000001,122.5,17.018,28.955999999999996,10203.13428
9280.0,,0.344,-33.27,6.8,33474.94,metal loss,External,10.0,0.034,,,,,1.0,136.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1610,10203.161712000001,-10.140696000000002,147.5,8.889999999999999,14.985999999999999,10203.161712000001
9280.0,,0.344,-33.3,6.77,33474.96,metal loss,External,15.0,0.052,,,,,1.0,136.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.98,2043.81,,,,,,,2015,1611,10203.167808,-10.14984,239.5,19.049999999999997,40.894,10203.167808
9280.0,,0.344,-33.52,6.55,33475.18,metal loss,External,12.0,0.041,,,,,1.0,136.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1612,10203.234864,-10.216896000000002,239.0,10.921999999999999,20.066,10203.234864
9280.0,,0.344,-33.74,6.32,33475.41,metal loss,External,19.0,0.065,,,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,2015,1613,10203.304968000002,-10.283952000000001,154.5,18.034,40.894,10203.304968000002
9280.0,,0.344,-33.77,6.3,33475.43,metal loss,External,10.0,0.034,,,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1614,10203.311064000001,-10.293096000000002,172.0,17.018,25.907999999999998,10203.311064000001
9280.0,,0.344,-33.94,6.13,33475.6,metal loss,External,28.0,0.096,,,,,1.0,136.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.42,2036.08,1537.47,2134.73,1538.59,2136.3,0.75,1.84,2015,1615,10203.36288,-10.344911999999999,238.5,20.066,29.971999999999998,10203.36288
9280.0,,0.344,-34.35,5.71,33476.02,metal loss,External,12.0,0.041,,,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1616,10203.490896,-10.469880000000002,114.0,14.985999999999999,27.94,10203.490896
9280.0,,0.344,-34.41,5.66,33476.08,metal loss,External,21.0,0.072,,,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85,2015,1617,10203.509184,-10.488168,237.0,18.034,29.971999999999998,10203.509184
9280.0,,0.344,-34.59,5.48,33476.26,cluster,External,23.0,0.079,,,,,1.0,136.13,,,,1160.0,65000.0,,1342.0,1414.46,1963.94,1475.71,2048.98,1489.62,2068.3,0.79,1.77,2015,1618,10203.564048000002,-10.543032000000002,153.0,69.85,45.211999999999996,10203.564048000002
9280.0,,0.344,-34.66,5.41,33476.32,metal loss,External,48.0,0.165,,,,,1.0,136.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.96,2024.34,1526.39,2119.36,1530.0,2124.37,0.76,1.83,2015,1619,10203.582336000001,-10.564368,125.5,19.049999999999997,37.083999999999996,10203.582336000001
9280.0,,0.344,-34.9,5.17,33476.57,metal loss,External,17.0,0.058,,,,,1.0,136.15,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.82,2046.36,,,,,,,2015,1620,10203.658536,-10.63752,130.0,12.953999999999999,30.987999999999996,10203.658536
9280.0,,0.344,-35.08,4.99,33476.75,cluster,External,26.0,0.089,,,,,1.0,136.16,,,,1160.0,65000.0,,1342.0,1446.55,2008.5,1514.57,2102.94,1523.02,2114.67,0.77,1.81,2015,1621,10203.7134,-10.692384,224.0,39.116,112.77600000000001,10203.7134
9280.0,,0.344,-35.24,4.83,33476.9,metal loss,External,15.0,0.052,,,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,2015,1622,10203.75912,-10.741152000000001,112.5,14.985999999999999,28.955999999999996,10203.75912
9280.0,,0.344,-35.49,4.58,33477.16,metal loss,External,12.0,0.041,,,,,1.0,136.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1623,10203.838368000002,-10.817352000000001,241.5,12.953999999999999,26.924,10203.838368000002
9280.0,,0.344,-35.7,4.37,33477.36,metal loss,External,11.0,0.038,,,,,1.0,136.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1624,10203.899328000001,-10.88136,126.5,22.098,16.002,10203.899328000001
9280.0,,0.344,-35.71,4.36,33477.37,metal loss,External,12.0,0.041,,,,,1.0,136.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1625,10203.902376000002,-10.884408,129.0,50.038,76.96199999999999,10203.902376000002
9280.0,,0.344,-35.83,4.24,33477.5,metal loss,External,14.0,0.048,,,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,2015,1626,10203.942000000001,-10.920984,215.0,21.081999999999997,32.004,10203.942000000001
9280.0,,0.344,-35.83,4.24,33477.5,metal loss,External,11.0,0.038,,,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1627,10203.942000000001,-10.920984,236.0,13.97,28.955999999999996,10203.942000000001
9280.0,,0.344,-35.89,4.18,33477.56,metal loss,External,12.0,0.041,,,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1628,10203.960288,-10.939272,129.5,10.921999999999999,24.892,10203.960288
9280.0,,0.344,-36.0,4.07,33477.66,metal loss,External,14.0,0.048,,,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.85,2047.79,,,,,,,2015,1629,10203.990768000001,-10.972800000000001,234.5,10.921999999999999,24.892,10203.990768000001
9280.0,,0.344,-36.08,3.98,33477.75,metal loss,External,18.0,0.062,,,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.41,2047.18,,,,,,,2015,1630,10204.0182,-10.997184,119.0,10.921999999999999,22.098,10204.0182
9280.0,,0.344,-36.36,3.71,33478.02,metal loss,External,11.0,0.038,,,,,1.0,136.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1631,10204.100496,-11.082528,130.0,16.002,36.068,10204.100496
9280.0,,0.344,-36.7,3.36,33478.37,metal loss,External,12.0,0.041,,,,,1.0,136.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1632,10204.207176000002,-11.186160000000001,238.5,11.937999999999999,25.907999999999998,10204.207176000002
9280.0,,0.344,-38.19,1.88,33479.85,metal loss,External,11.0,0.038,,,,,1.0,136.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1633,10204.65828,-11.640312,132.5,8.889999999999999,14.985999999999999,10204.65828
9280.0,,,,,33480.07,Area Start Sleeve,,,,,,2012 Dig #2,,,136.33,,,,,,,,,,,,,,,,2015,1634,10204.725336000001,,,,,10204.725336000001
9280.0,,,,,33481.14,Area End Sleeve,,,,,,2012 Dig #2,,,136.39,,,,,,,,,,,,,,,,2015,1635,10205.051472000001,,,,,10205.051472000001
9290.0,,0.344,-0.64,39.38,33482.37,metal loss,External,12.0,0.041,,,,,0.7,136.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1637,10205.426376000001,-0.19507200000000002,359.0,53.08599999999999,43.942,10205.426376000001
9290.0,,0.344,-0.65,39.37,33482.38,metal loss,External,14.0,0.048,,,,,0.7,136.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.9,2025.64,,,,,,,2015,1638,10205.429424,-0.19812000000000002,345.0,42.925999999999995,35.05199999999999,10205.429424
9290.0,,0.344,-0.69,39.33,33482.42,metal loss,External,13.0,0.045,,,,,0.7,136.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,2015,1639,10205.441616,-0.210312,248.0,21.081999999999997,110.99799999999999,10205.441616
9300.0,,0.344,-5.94,34.15,33527.69,metal loss,External,19.0,0.065,,,,,1.0,139.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.71,2044.82,,,,,,,2015,1641,10219.239912000001,-1.8105120000000001,20.0,14.985999999999999,27.94,10219.239912000001
9300.0,,0.344,-6.23,33.85,33527.99,metal loss,External,17.0,0.058,,,,,1.0,139.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.21,2044.13,,,,,,,2015,1642,10219.331352,-1.8989040000000001,18.5,17.018,29.971999999999998,10219.331352
9300.0,,0.344,-7.0,33.08,33528.75,metal loss,External,12.0,0.041,,,,,1.0,139.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1643,10219.563,-2.1336,345.5,40.132,26.924,10219.563
9300.0,,0.344,-7.08,33.01,33528.83,metal loss,External,14.0,0.048,,,,,1.0,139.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.0,2042.45,,,,,,,2015,1644,10219.587384,-2.1579840000000003,0.5,22.098,30.987999999999996,10219.587384
9300.0,,0.344,-7.43,32.66,33529.18,metal loss,External,10.0,0.034,,,,,1.0,139.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1645,10219.694064000001,-2.2646640000000002,352.5,18.034,42.925999999999995,10219.694064000001
9300.0,,0.344,-7.75,32.34,33529.5,metal loss,External,11.0,0.038,,,,,1.0,139.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1646,10219.7916,-2.3622,16.0,52.06999999999999,30.987999999999996,10219.7916
9300.0,,0.344,-7.76,32.33,33529.51,metal loss,External,14.0,0.048,,,,,1.0,139.63,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.11,2039.82,,,,,,,2015,1647,10219.794648000001,-2.3652480000000002,31.5,25.907999999999998,49.022,10219.794648000001
9300.0,,0.344,-8.21,31.88,33529.96,metal loss,External,15.0,0.052,,,,,1.0,139.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.74,2047.64,,,,,,,2015,1648,10219.931808,-2.5024080000000004,345.0,10.921999999999999,18.034,10219.931808
9300.0,,0.344,-8.64,31.44,33530.39,cluster,External,35.0,0.12,,,,,1.0,139.7,,,,1160.0,65000.0,,1342.0,1378.92,1914.6,1430.53,1986.26,1477.06,2050.86,0.81,1.71,2015,1649,10220.062872,-2.6334720000000003,12.5,68.326,90.42399999999999,10220.062872
9300.0,,0.344,-8.72,31.37,33530.47,metal loss,External,10.0,0.034,,,,,1.0,139.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1650,10220.087256,-2.657856,339.0,8.889999999999999,14.985999999999999,10220.087256
9300.0,,0.344,-8.81,31.27,33530.56,cluster,External,23.0,0.079,,,,,1.0,139.72,,,,1160.0,65000.0,,1342.0,1437.83,1996.39,1504.34,2088.74,1515.19,2103.8,0.77,1.8,2015,1651,10220.114688,-2.6852880000000003,340.5,49.784,33.019999999999996,10220.114688
9300.0,,0.344,-9.24,30.85,33530.99,metal loss,External,12.0,0.041,,,,,1.0,139.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1652,10220.245752,-2.816352,0.0,20.066,43.942,10220.245752
9300.0,,0.344,-9.27,30.81,33531.02,cluster,External,19.0,0.065,,,,,1.0,139.75,,,,1160.0,65000.0,,1342.0,1453.75,2018.5,,,,,,,2015,1653,10220.254896,-2.8254960000000002,21.5,40.894,26.162,10220.254896
9300.0,,0.344,-9.29,30.79,33531.04,metal loss,External,14.0,0.048,,,,,1.0,139.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,2015,1654,10220.260992000001,-2.8315919999999997,344.5,21.081999999999997,25.907999999999998,10220.260992000001
9300.0,,0.344,-9.44,30.65,33531.19,metal loss,External,22.0,0.076,,,,,1.0,139.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.54,2044.59,1544.47,2144.46,1544.75,2144.85,0.75,1.85,2015,1655,10220.306712000001,-2.877312,347.0,13.97,27.94,10220.306712000001
9310.0,,0.344,-0.72,39.37,33562.56,cluster,External,35.0,0.12,,,,,0.7,141.45,,,,1160.0,65000.0,,1342.0,1331.79,1849.16,1369.02,1900.86,1417.99,1968.85,0.85,1.64,2015,1657,10229.868288,-0.219456,155.0,97.02799999999999,241.046,10229.868288
9310.0,,0.344,-0.78,39.31,33562.61,metal loss,External,17.0,0.058,,,,,0.7,141.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.41,2034.69,,,,,,,2015,1658,10229.883528,-0.237744,217.0,28.955999999999996,221.99599999999998,10229.883528
9310.0,,0.344,-0.96,39.13,33562.8,metal loss,External,12.0,0.041,,,,,0.7,141.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1659,10229.94144,-0.292608,136.0,18.034,34.036,10229.94144
9360.0,,0.344,-2.6,37.47,33764.38,metal loss,External,16.0,0.055,,,,,1.0,132.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.25,2037.24,,,,,,,2015,1665,10291.383023999999,-0.7924800000000001,223.5,26.924,40.894,10291.383023999999
9360.0,,0.344,-2.88,37.19,33764.65,metal loss,External,30.0,0.103,,,,,1.0,132.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.45,2036.13,1537.45,2134.71,1538.67,2136.4,0.75,1.84,2015,1666,10291.465320000001,-0.877824,221.5,19.049999999999997,37.083999999999996,10291.465320000001
9360.0,,0.344,-3.12,36.95,33764.89,metal loss,External,15.0,0.052,,,,,1.0,132.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.78,2029.65,,,,,,,2015,1667,10291.538472,-0.950976,215.0,37.083999999999996,53.08599999999999,10291.538472
9360.0,,0.344,-3.42,36.64,33765.2,metal loss,External,12.0,0.041,,,,,1.0,132.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1668,10291.632959999999,-1.042416,208.0,23.114,51.053999999999995,10291.632959999999
9360.0,,0.344,-4.56,35.51,33766.34,metal loss,External,18.0,0.062,,,,,1.0,132.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.09,2043.96,,,,,,,2015,1669,10291.980432,-1.389888,217.0,17.018,30.987999999999996,10291.980432
9360.0,,0.344,-4.84,35.22,33766.62,metal loss,External,15.0,0.052,,,,,1.0,132.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.04,2039.73,,,,,,,2015,1670,10292.065776000001,-1.475232,216.0,24.892,45.974,10292.065776000001
9360.0,,0.344,-5.11,34.96,33766.89,metal loss,External,10.0,0.034,,,,,1.0,132.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1671,10292.148072,-1.5575280000000002,220.0,30.987999999999996,43.942,10292.148072
9360.0,,0.344,-26.87,13.2,33788.65,metal loss,External,11.0,0.038,,,,,1.0,130.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1672,10298.78052,-8.189976000000001,235.5,20.066,36.068,10298.78052
9360.0,,0.344,-27.7,12.37,33789.47,metal loss,External,11.0,0.038,,,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1673,10299.030456,-8.44296,233.5,13.97,14.985999999999999,10299.030456
9360.0,,0.344,-27.77,12.3,33789.54,metal loss,External,11.0,0.038,,,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1674,10299.051792,-8.464296000000001,234.5,11.937999999999999,20.066,10299.051792
9360.0,,0.344,-27.93,12.14,33789.71,metal loss,External,17.0,0.058,,,,,1.0,130.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.97,2038.24,,,,,,,2015,1675,10299.103608,-8.513064,236.0,24.892,43.942,10299.103608
9360.0,,,,,33800.23,Attachment,,,,,,Repair Marker,,,131.32,,,,,,,,,,,,,,,,2015,1676,10302.310104000002,,195.0,,,10302.310104000002
9360.0,,,,,33800.29,Area Start Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #20,,,131.32,,,,,,,,,,,,,,,,2015,1677,10302.328392000001,,,,,10302.328392000001
9360.0,,0.344,-39.19,0.87,33800.97,metal loss,External,25.0,0.086,,,Repaired?,,1.0,131.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.64,2044.72,1544.55,2144.57,1544.9,2145.05,0.75,1.85,2015,1678,10302.535656,-11.945112,243.5,12.953999999999999,66.03999999999999,10302.535656
9360.0,,0.344,-39.2,0.86,33800.98,metal loss,External,10.0,0.034,,,Repaired?,,1.0,131.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1679,10302.538704000002,-11.948160000000001,65.5,16.002,36.068,10302.538704000002
9360.0,,,,,33801.74,Area End Composite Wrap,,,,,,Repair Marker @12:00 2012 Dig #20,,,131.41,,,,,,,,,,,,,,,,2015,1680,10302.770352,,,,,10302.770352
9370.0,,0.344,-1.89,22.91,33803.74,metal loss,External,23.0,0.079,,,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.56,2041.83,1542.25,2141.37,1542.72,2142.03,0.75,1.85,2015,1682,10303.379952,-0.576072,325.5,17.018,45.974,10303.379952
9370.0,,0.344,-1.94,22.86,33803.79,metal loss,External,11.0,0.038,,,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1683,10303.395192,-0.5913120000000001,35.0,11.937999999999999,28.955999999999996,10303.395192
9370.0,,0.344,-1.98,22.83,33803.82,metal loss,External,15.0,0.052,,,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.2,2045.5,,,,,,,2015,1684,10303.404336,-0.603504,11.5,16.002,26.924,10303.404336
9370.0,,0.344,-1.99,22.81,33803.84,metal loss,External,15.0,0.052,,,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.73,2044.85,,,,,,,2015,1685,10303.410431999999,-0.606552,129.0,17.018,33.019999999999996,10303.410431999999
9370.0,,0.344,-1.99,22.81,33803.84,metal loss,External,11.0,0.038,,,Recoat,,0.7,131.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,1686,10303.410431999999,-0.606552,117.0,55.117999999999995,30.987999999999996,10303.410431999999
9370.0,,,,,33804.26,Attachment,,,,,,Repair Marker,,,131.57,,,,,,,,,,,,,,,,2015,1687,10303.538448000001,,180.0,,,10303.538448000001
9370.0,,,,,33818.34,Attachment,,,,,,Repair Marker,,,132.49,,,,,,,,,,,,,,,,2015,1688,10307.830032,,180.0,,,10307.830032
9370.0,,,,,33822.18,Attachment,,,,,,Repair Marker,,,132.66,,,,,,,,,,,,,,,,2015,1691,10309.000464,,180.0,,,10309.000464
9390.0,,0.344,-0.8,39.31,33867.52,metal loss,External,34.0,0.117,,,,,0.7,132.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.88,2039.51,1540.12,2138.42,1541.17,2139.87,0.75,1.84,2015,1694,10322.820096,-0.24384000000000003,13.5,14.985999999999999,148.082,10322.820096
