weld_uid_prev,weld_uid_later,distance_prev_m,distance_later_m,segment_id,scale,offset,segment_length_prev_m,segment_length_later_m,align_flag
W0,W0,8.650224,8.744712000000002,0,1.0473372781065098,-0.5084388639053348,3.2369760000000003,3.090671999999998,
W1,W1,11.8872,11.835384,1,1.001343183344526,0.03591890933513042,4.544567999999998,4.5384720000000005,
W2,W2,16.431767999999998,16.373856,2,0.9888448190381757,0.24056532672285158,12.158472000000003,12.295632000000001,
W3,W3,28.59024,28.669488,3,1.0388349514563109,-1.1926261747572866,2.9352240000000016,2.825496000000001,
W4,W4,31.525464000000003,31.494984000000002,4,3.054945054945057,-64.6899816263737,7.626095999999993,2.496311999999996,
W5,W5,39.151559999999996,33.991296,5,0.873271889400924,9.467916718893925,4.620768000000012,5.291328,
W6,W6,43.77232800000001,39.282624,6,2.0852047556142637,-38.139986377807,9.622535999999997,4.614672000000006,
W7,W7,53.394864000000005,43.897296000000004,7,1.2673204682062642,-2.237077719708971,12.210287999999998,9.634727999999996,
W8,W8,65.605152,53.532024,8,0.9992513102071375,12.113206879960075,12.204192000000006,12.213336000000005,
W9,W9,77.80934400000001,65.74536,9,0.3393924302788849,55.495866490039816,4.154424000000006,12.240768000000003,
W10,W10,81.96376800000002,77.98612800000001,10,3.050228310502282,-155.9117274520547,12.21638399999999,4.005071999999998,
W11,W11,94.180152,81.9912,11,0.9886391701654729,13.120440071128684,12.201144,12.341352,
W12,W12,106.381296,94.332552,12,0.2522410358565732,82.58675536852596,3.087623999999991,12.240767999999989,
W13,W13,109.46892,106.57332,13,1.7551652892561955,-77.58487202479307,5.1785520000000105,2.950464000000011,
W14,W14,114.64747200000001,109.523784,14,0.4624573378839572,63.997394416382456,2.4780239999999907,5.358384000000001,
W15,W15,117.125496,114.88216800000001,15,3.031537450722743,-231.14409871222188,7.031735999999995,2.319527999999991,
W16,W16,124.157232,117.201696,16,0.43230505569837424,73.49034628277607,3.0754320000000206,7.114032000000009,
W17,W17,127.23266400000001,124.31572800000001,17,1.282700421940928,-32.22717275949363,3.7063679999999835,2.889503999999988,
W18,W18,130.939032,127.205232,18,1.3021411578112554,-34.700136076129354,5.004816000000005,3.8435280000000205,
W19,W19,135.943848,131.04876000000002,19,4.545454545454584,-459.73233381818693,12.192000000000007,2.682239999999979,
W20,W20,148.135848,133.731,20,5.344873501997313,-566.6394302956026,12.234671999999989,2.289048000000008,
W21,W21,160.37052,136.020048,21,1.005494505494504,23.603109098901314,12.271247999999986,12.204192000000006,
W22,W22,172.64176799999998,148.22424,22,1.0047678795483097,23.71081267754022,12.204192000000035,12.14627999999999,
W23,W23,184.84596000000002,160.37052,23,0.7835876907680748,59.18159456592467,9.546335999999997,12.182856000000015,
W24,W24,194.39229600000002,172.55337600000001,24,0.24081020255063573,152.839682574644,2.9352239999999767,12.188952,
W25,W25,197.32752,184.74232800000001,25,0.2550955414012749,150.20057581910808,2.4414480000000083,9.570719999999994,
W26,W26,199.768968,194.313048,26,1.6267529665587994,-116.33035927508237,4.5963840000000005,2.825495999999987,
W27,W27,204.365352,197.138544,27,0.9716049382716105,12.824569125924825,2.3987760000000264,2.468880000000013,
