weld_uid_prev,weld_uid_later,distance_prev_m,distance_later_m,segment_id,scale,offset,segment_length_prev_m,segment_length_later_m,align_flag
W204,W204,2175.2478720000004,1951.6990176000002,204,5.669971671388281,-8890.83026886834,12.201143999999658,2.1518879999998717,
W205,W205,2187.449016,1953.8509056,205,2.0755401274544494,-1867.8469416360153,12.210287999999764,5.882944800000132,
W206,W206,2199.659304,1959.7338504000002,206,2.0593224695420305,-1836.0646484508407,12.210288000000219,5.92927439999994,
W207,W207,2211.869592,1965.6631248,207,26.2622950819594,-49410.95542322399,12.207240000000183,0.46482000000014523,
W208,W208,2224.076832,1966.1279448000003,208,24.207980652971127,-45371.91041698429,12.204192000000148,0.5041391999998268,
W209,W209,2236.2810240000003,1966.632084,209,25.3156565656536,-47550.30140553962,12.22247999999945,0.48280320000003485,
W210,W210,2248.503504,1967.1148872,210,2.51111807077996,-2691.1542365482032,12.219432000000324,4.8661319999998796,
W211,W211,2260.722936,1971.9810192,211,0.9994248993573586,289.8760043514187,12.182855999999902,12.189866400000255,
W212,W212,2272.905792,1984.1708856000002,212,2.068146618482286,-1830.6505155446425,12.210288000000219,5.90397599999983,
W213,W213,2285.1160800000002,1990.0748616,213,62.70312500000353,-122498.79672626953,12.231623999999556,0.19507199999998193,
W214,W214,2297.347704,1990.2699336,214,1.9865219761161854,-1656.3672574997013,12.219432000000324,6.15116880000005,
W215,W215,2309.567136,1996.4211024,215,1.0024248181386453,308.3050754985263,12.222479999999905,12.192914399999836,
W216,W216,2321.789616,2008.6140168,216,0.9969412876432976,319.31937171303184,12.219432000000324,12.256922400000349,
W217,W217,2334.0090480000003,2020.8709392000003,217,1.0031504725708922,306.7714103367373,12.228575999999975,12.190171199999895,
W218,W218,2346.2376240000003,2033.0611104000002,218,0.9966199423401464,320.0483773791582,12.22247999999945,12.26393280000002,
W219,W219,2358.460104,2045.3250432000002,219,1.0028043467374719,307.39926018803226,12.207240000000183,12.173102399999834,
W220,W220,2370.667344,2057.4981456,220,0.27110381535096234,1812.8717466503101,3.322320000000218,12.254788799999915,
W221,W221,2373.989664,2069.7529344,221,1.2551253560361777,-223.80972469572316,12.222479999999905,9.738055199999962,
W222,W222,2386.212144,2079.4909896,222,0.9959506123767038,315.1418194760422,12.21943199999987,12.269114400000035,
W223,W223,2398.431576,2091.760104,223,2.874560711468138,-3614.459836774906,12.21638400000029,4.2498264000000745,
W224,W224,2410.6479600000002,2096.0099304,224,5.99248120300676,-10149.652149237507,12.146279999999933,2.0269200000002456,
W225,W225,2422.79424,2098.0368504000003,225,0.9963475538549442,332.42035620642855,12.222479999999905,12.267285599999923,
W226,W226,2435.01672,2110.304136,226,1.0020460102799553,320.3948800439116,12.240768000000116,12.2157744000001,
W227,W227,2447.257488,2122.5199104000003,227,0.9998754204559783,325.0020001626144,12.23162400000001,12.233147999999801,
W228,W228,2459.489112,2134.7530584,228,1.2170872605655376,-138.69163983195904,12.201144000000113,10.02487199999996,
W229,W229,2471.6902560000003,2144.7779304,229,0.9959496061426697,335.59952095462995,12.216383999999834,12.2660664,
W230,W230,2483.90664,2157.0439968,230,1.0010995601758976,324.4908435234597,12.210287999999764,12.196876800000155,
W231,W231,2496.116928,2169.2408736,231,4.063672310656365,-6318.967145192346,12.21638400000029,3.006242399999792,
W232,W232,2508.333312,2172.247116,232,19.97508719481191,-40882.492238778694,12.219432000000324,0.6117336000002069,
W233,W233,2520.5527440000005,2172.8588496,233,18.217371532510185,-37063.224206865874,12.210287999999764,0.670255200000156,
W234,W234,2532.7630320000003,2173.5291048000004,234,2.5239114019633417,-2953.031858103896,12.22552799999994,4.843881599999804,
W235,W235,2544.9885600000002,2178.3729864,235,9.7538986354787,-18702.640739610622,12.201143999999658,1.2508991999998216,
W236,W236,2557.189704,2179.6238856,236,6.514044487741691,-11640.977253342806,12.22857600000043,1.8772632000000158,
W237,W237,2569.4182800000003,2181.5011488,237,0.6292483006797259,1196.7123891867304,7.6748640000000705,12.196876800000155,
W238,W238,2577.0931440000004,2193.6980256,238,0.9964448201277798,391.1941094663425,12.216383999999834,12.25997039999993,
W239,W239,2589.3095280000002,2205.957996,239,0.9986548425667887,386.3188927956712,12.219432000000324,12.235891199999969,
W240,W240,2601.5289600000006,2218.1938872,240,0.9985549853007106,386.5403955728784,12.216383999999834,12.234062399999857,
W241,W241,2613.7453440000004,2230.4279496,241,0.998703306568184,386.20957567238565,12.207239999999729,12.223089600000549,
W242,W242,2625.952584,2242.6510392000005,242,0.9951311605723473,394.22065260212275,12.210287999999764,12.270028799999636,
W243,W243,2638.162872,2254.921068,243,0.9706698672267576,449.3789383176213,11.832335999999941,12.189866400000028,
W244,W244,2649.995208,2267.1109344,244,0.9954953833901558,393.09673917145756,12.192000000000007,12.247168800000054,
W245,W245,2662.187208,2279.3581032,245,1.1078854235789224,136.91959034821866,12.213336000000709,11.024006399999962,
W246,W246,2674.4005440000005,2290.3821096,246,10.3567735263717,-21046.568253980648,12.210287999999764,1.1789663999998083,
W247,W247,2686.6108320000003,2291.561076,247,0.9928954689983948,411.3302227065142,12.182855999999902,12.270028800000091,
W248,W248,2698.793688,2303.8311048,248,0.9999250056245362,395.1353575748785,12.191999999999553,12.192914400000063,
W249,W249,2710.9856879999998,2316.0240192,249,1.6307003257329495,-1065.7554345147755,12.207240000000638,7.485888000000159,
W250,W250,2723.1929280000004,2323.5099072000003,250,2.4043958836235015,-2863.444728430104,11.536679999999706,4.79816159999973,
W251,W251,2734.729608,2328.3080688,251,1.0037907127537375,397.59559210896987,12.268199999999979,12.22187040000017,
W252,W252,2746.997808,2340.5299392,252,0.9937427348947251,421.1131851164073,12.246863999999732,12.323978400000215,
W253,W253,2759.244672,2352.8539176000004,253,0.9972381876540057,412.8888953979481,12.21638400000029,12.250216799999635,
W254,W254,2771.461056,2365.1041344,254,0.9941651148355309,420.1570326262349,12.204192000000148,12.27581999999984,
